No.,Client,Project,QT No.,Preriod,Project Type,P&L Type,BD,Revenue 2023,Total Cost 2023, Revenue Total Project,Cost Total Project,progress,Amount Margin,(%) 
1991,"BS (Thailand) Co., Ltd.",Bridgestone - Setup Booth at Truck Power Expo 2023 (Nakhon Sawan),QT23090193,17-18 Nov 23,1.3 Logistic,บรรจุและจัดส่งสินค้า,BU1B,13385.25,9908.65,13385.25,9908.65,100.00,3476.60,25.97
1992,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,Sino PC จัดซุ้มประจำเดือน @Tops 3 Stores ( 1-31 Oct 2023),QT23090194,1-31 Oct 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,63470.00,40857.81,63470.00,40857.81,100.00,22612.19,35.63
1993,บริษัท เบท เบท จำกัด ,Mistine MC At SQ-1 (23-24 Sep 2023),QT23090195,23-24 Sep 2023,1.2 Event,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,7590.00,4000.00,7590.00,4000.00,100.00,3590.00,47.3
1994,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,PC Sino Sanook Snack @The Mall 4 Stores (28 - 30 Sep 23),QT23090196.1,28-30 Sep 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,14960.00,7996.50,14960.00,7996.50,100.00,6963.50,46.55
1995,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,PC Sino Sanook Snack @The Mall 4 Stores (1 - 11 Oct 23),QT23090196.2,1-11 Oct 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,57915.00,31458.29,57915.00,31458.29,100.00,26456.71,45.68
1996,บริษัท ยาสีฟัน (ประเทศไทย) จำกัด,Additional PG Store Tourist Darlie Big C Rajdamri,QT23090197,1-30 Nov 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,33600.00,28000.00,33600.00,28000.00,100.00,5600.00,16.67
1997,บริษัท ขนมเค้ก จำกัด (มหาชน),ค่า OT. S&P Moon Cake Fetival 2023 @Big C รัชดาฯ,QT23090205,1-30 Sep 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,1155.00,675.00,1155.00,675.00,100.00,480.00,41.56
1998,บริษัท แพลนไว้ จำกัด ,PlanB Production game prop,QT23090206,Oct  - Dec 23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,89600.00,87986.05,89600.00,87986.05,100.00,1613.95,1.8
1999,บริษัท เอเอ จำกัด (มหาชน),Plantnery_NPD Eve&Boy SQ1,QT23090207,6-12 Oct 23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1B,132384.00,71190.50,132384.00,71190.50,100.00,61193.50,46.22
2000,บริษัท เอเอ จำกัด (มหาชน),Plantnery_Eve&Boy @zpell,QT23090208,27 Oct - 2 Nov 23,1.2 Event,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1B,60592.00,44777.12,60592.00,44777.12,100.00,15814.88,26.1
2001,บริษัท เอเอ จำกัด (มหาชน),Plantnery @watsons,QT23090209,8-ธ.ค.-23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1B,112448.00,84395.98,112448.00,84395.98,100.00,28052.02,24.95
2002, Trading (Thailand) Ltd., Vicks Booth Roadshow OND'23 OCT 2023,QT23090210.1,1-31 Oct 23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,306787.80,176145.42,306787.80,176145.42,100.00,130642.38,42.58
2003, Trading (Thailand) Ltd., Vicks Booth Roadshow OND'23 NOV 2023,QT23090210.2,1-30 Nov 23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,114739.20,77305.50,114739.20,77305.50,100.00,37433.70,32.63
2004, Trading (Thailand) Ltd., Vicks Booth Roadshow OND'23 DEC 2023,QT23090210.3,1-31 Dec 23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,106467.40,66031.59,106467.40,66031.59,100.00,40435.81,37.98
2005,บริษัท โง้วโง้ว จำกัด,FONGFONG PC CHEER @ TOPS 7 STORES ( 11 -17 OCT 23),QT23090212,11-17 Oct 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2B,69276.00,38426.34,69276.00,38426.34,100.00,30849.66,44.53
2006,บริษัท ครอส รีเทล จำกัด,Hooray PC CHEER @MT 5 STORES  (20-22 OCT 23),QT23090213,20-22 Oct 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2B,26795.00,13877.88,26795.00,13877.88,100.00,12917.12,48.21
2007,บริษัท ครีม (ประเทศไทย) จำกัด,LRP Logistic Setup  Booth (Oct 2023),QT23090214,30 Sep  - 31 Oct 23,1.3 Logistic,บรรจุและจัดส่งสินค้า,BU1B,36828.00,24848.32,36828.00,24848.32,100.00,11979.68,32.53
2008,บริษัท ครีม (ประเทศไทย) จำกัด,LRP Logistic Setup  Booth (Nov 2023),QT23090215,7-18 Nov 23,1.3 Logistic,บรรจุและจัดส่งสินค้า,BU1B,26945.60,20875.00,26945.60,20875.00,100.00,6070.60,22.53
2009,บริษัท ส. จำกัด (มหาชน),S.Khonkean Event SKECHERS FRIENDSHIP WALK 2023 (ราชมังคลากีฬาสถาน),QT23090216,01-10-23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2B,11426.40,5868.49,11426.40,5868.49,100.00,5557.91,48.64
2010,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,Booth กิจกรรม Sensodyne CJ หนองจอก (30 Sep - 1 Oct 23),QT23090219,30 Sep - 1 Oct 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,16409.80,5043.89,16409.80,5043.89,100.00,11365.91,69.26
2011,"BD (Thailand) Co.,Ltd",Eucerin Training Event_Sep 23,QT23090222,30 Sep -6 Oct 23,3.1 Key Account,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1B,13750.00,11494.60,13750.00,11494.60,100.00,2255.40,16.4
2012,"Pep (Thai) Trading co., Ltd.",PepsiCo MT CVS Merchandising Force (16 October - 15 November 2023),QT23090223.1,15 Oct - 15 Nov 23,3.2 Key Account,จัดเรียงสินค้า,BU2A,4577447.01,4402998.80,4577447.01,4402998.80,100.00,174448.21,3.81
2013,"Pep (Thai) Trading co., Ltd.",Adv. PepsiCo MT CVS Merchandising Force (16 - 31 October 2023),QT23090223.2,16-30 Oct 23,3.2 Key Account,จัดเรียงสินค้า,BU2A,81586.55,77700.58,81586.55,77700.58,100.00,3885.97,4.76
2014,"Pep (Thai) Trading co., Ltd.",Adv. PepsiCo MT CVS Merchandising Force (1 - 30 November 2023),QT23090223.3,1-30 Nov 23,3.2 Key Account,จัดเรียงสินค้า,BU2A,215759.61,205485.34,215759.61,205485.34,100.00,10274.27,4.76
2015,"Pep (Thai) Trading co., Ltd.",PepsiCo MT CVS Merchandising Force (16 November - 15 December 2023),QT23090223.4,16 Nov - 15 Dec 23,3.2 Key Account,จัดเรียงสินค้า,BU2A,7844626.27,7478163.04,7844626.27,7478163.04,100.00,366463.23,4.67
2016,"Pep (Thai) Trading co., Ltd.",Adv. PepsiCo MT CVS Merchandising Force (1 - 31 December 2023),QT23090223.5,1-31 Dec 23,3.2 Key Account,จัดเรียงสินค้า,BU2A,222678.14,212074.42,222678.14,212074.42,100.00,10603.72,4.76
2017,"Pep (Thai) Trading co., Ltd.",PepsiCo MT CVS Merchandising Force (16 - 31 December 2023),QT23090223.6,16-31 Dec 23,3.2 Key Account,จัดเรียงสินค้า,BU2A,2319271.77,2218739.38,2319271.77,2218739.38,100.00,100532.39,4.33
2018,"Ko (Thailand) Co., Ltd.",KOBAYASHI PC CHEER @GT NOV 2023,QT23090224.1,31 Oct -30 Nov 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2B,35880.00,19596.39,35880.00,19596.39,100.00,16283.61,45.38
2019,"Ko (Thailand) Co., Ltd.",KOBAYASHI PC CHEER @GT DEC 2023,QT23090224.2,1-31 Dec 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2B,22885.00,13175.69,22885.00,13175.69,100.00,9709.31,42.43
2020,บริษัท ดาดา (ประเทศไทย) จำกัด,Voucher Starbuck Delivery ,QT23090225,31-ต.ค.-23,3.1 Key Account,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,16448.40,15000.00,16448.40,15000.00,100.00,1448.40,8.81
2021,"TAF Co.,Ltd.",Dole Merchandise Share @ Makro (DEC 2023),QT23090226,1-31 Dec 23,2.3 Merchandiser&RO Share service,จัดเรียงสินค้า,BU2B,81466.00,60036.96,81466.00,60036.96,100.00,21429.04,26.3
2022,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,PC Sino Twinings ระยะเวลา 29 Sep-1 Oct 2023,QT23090228,29 Sep-1 Oct 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,2090.00,1200.00,2090.00,1200.00,100.00,890.00,42.58
2023,บริษัท บี เทรดดิ้ง จำกัด,Singha Soodkhum Activity Nakhonpathom on Oct 23,QT23090229,1-31 Oct 23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,167310.00,110440.23,167310.00,110440.23,100.00,56869.77,33.99
2024,บริษัท บี เทรดดิ้ง จำกัด,Singha Soodkhum Activity Nakhonpathom Venue on Oct 23,QT23090230,1-31 Oct 23,3.1 Key Account,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,3960.00,3450.00,3960.00,3450.00,100.00,510.00,12.88
2025,บริษัท ยาสีฟัน (ประเทศไทย) จำกัด,Additional PC Cheer Darlie GT 12 Stores (Oct - Nov 2023),QT23090232,Oct - Nov 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,896.00,0.00,896.00,0.00,100.00,896.00,100
2026,"SGW CO., LTD.",Weber Booth Activity จุดเกิดเหต 2023_Aditional Cost,QT23090233,31-ต.ค.-23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,16800.00,11172.64,16800.00,11172.64,100.00,5627.36,33.5
2027,บริษัท ผลิตภัณฑ์ จำกัด (มหาชน),Gyproc Booth Activity จุดเกิดเหต 2023_Aditional Cost,QT23090234,31-ต.ค.-23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,16800.00,11129.61,16800.00,11129.61,100.00,5670.39,33.75
2028,บริษัท เซอร์วิสเซส จำกัด,Agoda_Foodbox@ 4 Oct.23,QT23090235,04-10-23,3.1 Key Account,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1B,6215.00,4700.63,6215.00,4700.63,100.00,1514.37,24.37
2029,บริษัท โซโซ ไทย จำกัด,SONY : Booth Decorate @ PWM Siam Paragon 2023,QT23090236,13-15 Oct  23,1.3 Logistic,บรรจุและจัดส่งสินค้า,BU1A,30000.00,18570.12,30000.00,18570.12,100.00,11429.88,38.1
2030,บริษัท ผลิตภัณฑ์อาหาร จำกัด (มหาชน)  ,Pumpui Booth Roadshow NE on Oct 23,QT23090240,on Oct 23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,297935.00,182272.56,297935.00,182272.56,100.00,115662.44,38.82
2031,บริษัท นมพลัส จำกัด,Addition Cost PG Cheer DNA @TT 33 Stores ,QT23090243,30-11-23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,9900.00,0.00,9900.00,0.00,100.00,9900.00,100
2032,"SGW CO., LTD.",Weber & Gyproc Booth จุดเกิดเหตุ_Sep 23 (On Process),QT23090244.2,1-30 Sep 23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,61007.90,36980.33,61007.90,36980.33,100.00,24027.57,39.38
2033,"SGW CO., LTD.",Weber & Gyproc Booth จุดเกิดเหตุ_Oct 23 (On Process),QT23090244.3,30 Sep  - 31 Oct 23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,781029.94,484755.86,781029.94,484755.86,100.00,296274.08,37.93
2034,"SGW CO., LTD.",Weber & Gyproc Booth จุดเกิดเหตุ_Nov 23 (On Process),QT23090244.4,Sep - Nov 23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,582525.03,334412.27,582525.03,334412.27,100.00,248112.76,42.59
2035,"SGW CO., LTD.",Weber & Gyproc Booth จุดเกิดเหตุ_Dec 23 (On Process),QT23090244.5,Sep -Dec 23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,330717.42,247786.29,330717.42,247786.29,100.00,82931.13,25.08
2036,"SGW CO., LTD.",Weber & Gyproc Booth จุดเกิดเหตุ_Jan 24 (On Process),QT23090244.6,Sep - Jan 23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,106464.33,81138.81,106464.33,81138.81,100.00,25325.52,23.79
2037,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,Sino PC จัดเรียงสินค้า Tops (1 - 31 October 2023),QT23090245.1,1-31 Oct 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,69850.00,41826.67,69850.00,41826.67,100.00,28023.33,40.12
2038,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,Sino PC จัดเรียงสินค้า Tops (1 - 30 November 2023),QT23090245.2,1-30 Nov 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,65230.00,40893.24,65230.00,40893.24,100.00,24336.76,37.31
2039,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,Sino PC จัดเรียงสินค้า Big C (1 - 31 October 2023),QT23090246.1,1-31 Oct 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,42748.75,23465.51,42748.75,23465.51,100.00,19283.24,45.11
2040,บริษัท ดาดา (ประเทศไทย) จำกัด,Danone HN Logistics_Perinatal Annual Meeting 2023,QT23090247,1-31 Oct 23,1.3 Logistic,บรรจุและจัดส่งสินค้า,BU1A,41310.00,21792.62,41310.00,21792.62,100.00,19517.38,47.25
2041,บริษัท พีบี  จำกัด,Balmuda Launch Event 2023 ( Hotel ) ,QT23090248 ,18-พ.ย.-23,1.2 Event,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,441025.00,356717.28,441025.00,356717.28,100.00,84307.72,19.12
2042,TW Public Company Limited,THAI WAH PC CHEER @ร้านร้อยเอ็ดไฮเปอร์มาร์ท (19-21 OCT 2023),QT23100009,19-21 Oct 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2B,3729.00,2527.13,3729.00,2527.13,100.00,1201.87,32.23
2043,"BS (Thailand) Co., Ltd.",Bridgestone - Setup Booth at IMPACT 9 Oct 2023,QT23100010,09-10-23,1.3 Logistic,บรรจุและจัดส่งสินค้า,BU1B,6216.81,4188.46,6216.81,4188.46,100.00,2028.35,32.63
2044,บริษัท นมพลัส จำกัด,Additional Cost PG Cheer DNA,QT23100012,30-11-23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,19200.00,0.00,19200.00,0.00,100.00,19200.00,100
2045,"BD (Thailand) Co.,Ltd",Eucerin New Year Gift Set,QT23100015,31-10-23,1.3 Logistic,บรรจุและจัดส่งสินค้า,BU1B,206198.07,116070.21,206198.07,116070.21,100.00,90127.86,43.71
2046,บริษัท ปูนปูน จำกัด (มหาชน),Customer Thank you party 2023 - Prize Management,QT23100017,02-11-23,3.1 Key Account,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,145859.72,3997.11,145859.72,3997.11,100.00,141862.61,97.26
2047,บริษัท ปูนปูน จำกัด (มหาชน),Customer Thank you party 2023 - Prize Management Premium,QT23100017.1,02-11-23,3.1 Key Account,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,2083710.29,2083710.29,2083710.29,2083710.29,100.00,0.00,0
2048,บริษัท เอเอ จำกัด (มหาชน),Plantnery Roadshow x Eveandboy at Zpell R2 Final,QT23100018,on Nov 23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1B,100000.00,46600.00,100000.00,46600.00,100.00,53400.00,53.4
2049,บริษัท แพลนไว้ จำกัด ,PlanB - FIFA World cup 2026,QT23100019,on Nov 23 -Feb 24,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,36176.00,19468.08,36176.00,19468.08,100.00,16707.92,46.19
2050,บริษัท เซอร์วิสเซส จำกัด,Agoda FoodBox at 4 Oct 2023_Additional,QT23100020,04-10-23,3.1 Key Account,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1B,1243.00,0.00,1243.00,0.00,100.00,1243.00,100
