ลำดับที่,BU,Job,QT, Project Name,Client/Owner,Status,Amount Rev,Start date,End date,Year,month-ended,Quarter,Business unit,monthyear, Value ,Cr.Term range,,,,,,,,,,,
727,BU 1.3,1.3 Logistic,QT23030155,LRP-Logistic Booth at Central World (Additional),บริษัท ครีม (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 3,456.00 ",29-03-23,29-03-23,2023,3,Q1,BU1B,Mar," 11,232.00 ",30-60 วัน,,,,,,,,,,,
728,BU 1.3,1.3 Logistic,QT23030156,Coffee Dreamy_End Gondola production,บริษัท  ฟู้ด  จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 1,567,132.00 ",01-05-23,30-05-23,2023,6,Q2,BU1B,Mar," 8,208.00 ",30-60 วัน,,,,,,,,,,,
729,BU 1.2,1.2 Event,QT23030157,Eveandboy Lineup at Platinum Fashion Mall,บริษัท อีฟอีฟ จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 150,000.00 ",04-04-23,04-04-23,2023,4,Q2,BU1B,Mar," 3,309.60 ",30-60 วัน,,,,,,,,,,,
730,BU 1.1,1.1 Booth & Roadshow,QT23030158,Cockpit FC Activity Support 10 Stores (Apr 2023)_ Additional,"BS (Thailand) Co., Ltd.",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 8,100.00 ",01-04-23,01-04-23,2023,4,Q2,BU1B,Apr," 46,172.50 ",30-60 วัน,,,,,,,,,,,
731,BU 2.1,2.1 PG & BA,QT23030159.2,Coffee Dreamy Superior Taste  Award 2023 (Part Offline_PG with Logistic),บริษัท  ฟู้ด  จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 234,528.00 ",01-07-23,31-07-23,2023,7,Q3,BU2A,Apr," 71,714.00 ",30-60 วัน,,,,,,,,,,,
732,BU 1.1,1.1 Booth & Roadshow,QT23030161,Vitaday Activity_Hand Prop,บริษัท เจน เบฟเวอร์เรจ จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 4,972.00 ",01-04-23,01-04-23,2023,4,Q2,BU1A,Mar," 7,020.00 ",30-60 วัน,,,,,,,,,,,
733,BU 3.1,3.1 Key Account,QT23030162,Beko 8th Anniversary Additional Transportation,บริษัท เบโค ไทย จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 7,280.00 ",30-03-23,31-03-23,2023,3,Q1,BU1B,Mar," 16,993.30 ",30-60 วัน,,,,,,,,,,,
734,BU 1.4,1.4 Digital,QT23030164,AAI_Monchou Live @ 3 May 2023,บริษัท อาเซี่ยน จำกัด (มหาชน),IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 277,000.00 ",03-05-23,03-05-23,2023,5,Q2,BU1B,Apr," 219,564.00 ",1-30 วัน,,,,,,,,,,,
735,BU 2.1,2.1 PG & BA,QT23030165,THAI WAH PC CHEER @เอกวรนันท์ (31 Mar-3 APR 23),TW Public Company Limited,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 4,796.00 ",24-03-23,03-04-23,2023,3,Q1,BU2B,Mar," 28,080.00 ",30-60 วัน,,,,,,,,,,,
736,BU 1.1,1.1 Booth & Roadshow,QT23030166,Bridgestone Production_ Sugarcane,"BS (Thailand) Co., Ltd.",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 150,120.00 ",30-03-23,30-04-23,2023,3,Q1,BU1B,Apr," 73,902.00 ",30-60 วัน,,,,,,,,,,,
737,BU 2.1,2.1 PG & BA,QT23030167,PG 14 paxs in GT Channel,บริษัท แกล็ก  เฮลธ์แคร์ (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 54,776.70 ",01-04-23,30-04-23,2023,4,Q2,BU2A,May," 899,856.00 ",60-150 วัน,,,,,,,,,,,
738,BU 2.3,2.3 Merchandiser&RO Share service,QT23030168.2,"Merchandiser Share service @ EVEANDBOY, Gourmet Market 21 Stores (1 - 30 June 2023)",บริษัท นางงาม (ไทยแลนด์) จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 12,947.20 ",01-06-23,30-06-23,2023,6,Q2,BU2A,May," 33,275.00 ",30-60 วัน,,,,,,,,,,,
739,BU 1.1,1.1 Booth & Roadshow,QT23040001,NIVEA_Makro shohuay_Additional 2,"BD (Thailand) Co.,Ltd",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 18,511.00 ",23-03-23,26-03-23,2023,3,Q1,BU1B,Apr," 114,546.67 ",30-60 วัน,,,,,,,,,,,
740,BU 2.1,2.1 PG & BA,QT23040002,Focus Group ผักกาดดองตรานกพิราบ,บริษัท สันติ จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 34,500.00 ",03-05-23,04-05-23,2023,4,Q2,BU2A,May," 114,546.67 ",30-60 วัน,,,,,,,,,,,
741,BU 1.3,1.3 Logistic,QT23040003,Eucerin Visibility Spotless Brightening,"BD (Thailand) Co.,Ltd",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 285,914.70 ",12-05-23,12-05-23,2023,5,Q2,BU1B,Jun," 114,546.67 ",30-60 วัน,,,,,,,,,,,
742,BU 1.1,1.1 Booth & Roadshow,QT23040004,MoongShop Oral Care PopUp Store. Production,บริษัท พัฒนา จำกัด (มหาชน),IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 198,000.00 ",15-05-23,31-05-23,2023,5,Q2,BU1A,Apr," 70,400.00 ",30-60 วัน,,,,,,,,,,,
743,BU 1.2,1.2 Event,QT23040008,Bridgestone Production-Storefront,"BS (Thailand) Co., Ltd.",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 272,592.00 ",01-04-23,30-04-23,2023,4,Q2,BU1B,May," 325,634.28 ",30-60 วัน,,,,,,,,,,,
744,BU 1.2,1.2 Event,QT23040008,Bridgestone Production-Storefront,"BS (Thailand) Co., Ltd.",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 272,592.00 ",01-04-23,30-04-23,2023,4,Q2,BU1B,Jun," 211,944.52 ",30-60 วัน,,,,,,,,,,,
745,BU 2.1,2.1 PG & BA,QT23040011,PC จัดชิมและเชียร์ขาย @ บูญถาวร บางนาตราด กม.9,บริษัท คิวคิว อาหาร จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 11,088.00 ",09-05-23,14-05-23,2023,5,Q2,BU2A,Apr," 8,100.00 ",30-60 วัน,,,,,,,,,,,
746,BU 1.3,1.3 Logistic,QT23040012, Bridgestone Storefront activity - Hat Yai (18-19 Apr 2023),"BS (Thailand) Co., Ltd.",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 28,350.00 ",18-04-23,19-04-23,2023,4,Q2,BU1B,Jun," 361,472.00 ",30-60 วัน,,,,,,,,,,,
747,BU 1.3,1.3 Logistic,QT23040012, Bridgestone Storefront activity - Hat Yai (18-19 Apr 2023),"BS (Thailand) Co., Ltd.",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 28,350.00 ",18-04-23,19-04-23,2023,4,Q2,BU1B,Jul, -   ,30-60 วัน,,,,,,,,,,,
748,BU 2.3,2.3 Merchandiser&RO Share service,QT23040013.2,LONG BEACH SYRUP MERCHANDISER SHARED SERVICE MAY - AUG 2023,บริษัท แอนนา จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 45,000.00 ",01-06-23,30-06-23,2023,6,Q2,BU2B,Apr," 4,972.00 ",30-60 วัน,,,,,,,,,,,
749,BU 2.3,2.3 Merchandiser&RO Share service,QT23040013.3,LONG BEACH SYRUP MERCHANDISER SHARED SERVICE MAY - AUG 2023,บริษัท แอนนา จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 45,000.00 ",01-07-23,31-07-23,2023,7,Q3,BU2B,Mar," 7,280.00 ",30-60 วัน,,,,,,,,,,,
750,BU 2.1,2.1 PG & BA,QT23040014,PC จัดรายการ Hajiko @ Petshop 10 Stores (28-30 April 2023),บริษัท อาเซี่ยน จำกัด (มหาชน),IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 30,815.40 ",28-04-23,30-04-23,2023,4,Q2,BU2A,May," 277,000.00 ",1-30 วัน,,,,,,,,,,,
751,BU 2.1,2.1 PG & BA,QT23040016,PG Cheer All Dutch Mill Selected at Big C,บริษัท นม จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 84,525.00 ",06-05-23,07-05-23,2023,5,Q2,BU2A,Mar," 150,120.00 ",30-60 วัน,,,,,,,,,,,
752,BU 2.1,2.1 PG & BA,QT23040017,PG Cheer All  Dutch Mill Selected at Markro,บริษัท นม จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 69,090.00 ",06-05-23,07-05-23,2023,5,Q2,BU2A,Apr," 54,776.70 ",30-60 วัน,,,,,,,,,,,
753,BU 3.1,3.1 Key Account,QT23040018,Danone isea hybrid conference (Souvenir),บริษัท ดาดา (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 33,225.00 ",28-04-23,29-04-23,2023,4,Q2,BU1A,May," 8,607.20 ",30-60 วัน,,,,,,,,,,,
754,BU 2.1,2.1 PG & BA,QT23040020.1,Ensure PG in-store activity 2023 ( Transportation ) APR 2023,บริษัท นมผง จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 309,265.00 ",01-04-23,30-04-23,2023,4,Q2,BU2B,Jun," 12,947.20 ",60-150 วัน,,,,,,,,,,,
755,BU 1.3,1.3 Logistic,QT23040021,Vichy Logistic at Watsons 5 store (28-30 Apr 2023),บริษัท ครีม (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 24,192.00 ",28-04-23,30-04-23,2023,4,Q2,BU1B,Mar," 18,511.00 ",30-60 วัน,,,,,,,,,,,
756,BU 1.2,1.2 Event,QT23040022,Snake Brand Grand Opening_(Premium&Chair),บริษัท แอล พี จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 76,015.00 ",19-04-23,19-04-23,2023,4,Q2,BU1A,May," 34,500.00 ",30-60 วัน,,,,,,,,,,,
757,BU 1.3,1.3 Logistic,QT23040023,Danone pick up material,บริษัท ดาดา (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 3,300.00 ",07-04-23,08-04-23,2023,4,Q2,BU1A,May," 285,914.70 ",30-60 วัน,,,,,,,,,,,
758,BU 3.1,3.1 Key Account,QT23040027,Eucerin BTC Conference,"BD (Thailand) Co.,Ltd",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 322,565.80 ",19-04-23,20-04-23,2023,4,Q2,BU1B,Apr," 52,262.79 ",30-60 วัน,,,,,,,,,,,
759,BU 3.1,3.1 Key Account,QT23040027,Eucerin BTC Conference,"BD (Thailand) Co.,Ltd",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 322,565.80 ",19-04-23,20-04-23,2023,4,Q2,BU1B,May," 126,487.21 ",30-60 วัน,,,,,,,,,,,
760,BU 1.1,1.1 Booth & Roadshow,QT23040028,Cockpit Owner - Activity Support Cockpit Hat Yai 2 Store,บริษัท  เอ.ซี.ที (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 28,890.00 ",23-04-23,25-04-23,2023,4,Q2,BU1B,Apr," 272,592.00 ",30-60 วัน,,,,,,,,,,,
761,BU 3.1,3.1 Key Account,QT23040030,dtac Office Shop,บริษัท ดีเน็ต จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 25,491.24 ",07-04-23,29-04-23,2023,4,Q2,BU1B,May," 25,300.00 ",30-60 วัน,,,,,,,,,,,
762,BU 2.1,2.1 PG & BA,QT23040033,Downy Competitor Sampling Tester_Apr 23 (Round 1), Trading (Thailand) Ltd.,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 3,780.00 ",10-04-23,30-04-23,2023,4,Q2,BU2A,Aug," 25,300.00 ",60-150 วัน,,,,,,,,,,,
763,BU 2.1,2.1 PG & BA,QT23040036.2,PC SINO GRAND SALES (3 - 31 May 2023),บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 403,920.00 ",03-05-23,31-05-23,2023,5,Q2,BU2A,May," 11,088.00 ",30-60 วัน,,,,,,,,,,,
764,BU 2.1,2.1 PG & BA,QT23040036.2,PC SINO GRAND SALES (1 - 27 June 2023),บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 390,500.00 ",01-06-23,27-06-23,2023,6,Q2,BU2A,Apr," 28,350.00 ",30-60 วัน,,,,,,,,,,,
765,BU 2.1,2.1 PG & BA,QT23040037,PC Sino Roadshow Twinings,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 48,840.00 ",03-05-23,30-05-23,2023,5,Q2,BU2A,May," 45,000.00 ",30-60 วัน,,,,,,,,,,,
766,BU 2.1,2.1 PG & BA,QT23040038,PC Sino Event Asian Cuisine,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 29,150.00 ",20-04-23,03-05-23,2023,4,Q2,BU2A,Jun," 45,000.00 ",30-60 วัน,,,,,,,,,,,
767,BU 2.1,2.1 PG & BA,QT23040039,Smooth E Additional Commission Special Display MAR 23,บริษัท สยาม กรุ๊ป จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 17,766.00 ",01-03-23,31-03-23,2023,3,Q1,BU2B,Jul," 45,000.00 ",30-60 วัน,,,,,,,,,,,
768,BU 2.1,2.1 PG & BA,QT23040040,Smooth E Additional Commission for PC MT MAR 23,บริษัท สยาม กรุ๊ป จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 12,960.00 ",01-03-23,31-03-23,2023,3,Q1,BU2B,Aug," 45,000.00 ",30-60 วัน,,,,,,,,,,,
769,BU 2.1,2.1 PG & BA,QT23040041,ค่าสถานที่ Project Focus Groups ผักกาดดอง ตรานกพิราบ,บริษัท สันติ จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 2,300.00 ",06-05-23,06-05-23,2023,5,Q2,BU2A,Apr," 30,815.40 ",30-60 วัน,,,,,,,,,,,
770,BU 3.1,3.1 Key Account,QT23040043,Danone Hybrid Conference (Hotel),บริษัท ดาดา (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 1,259,892.90 ",28-04-23,29-04-23,2023,4,Q2,BU1A,May," 64,802.50 ",30-60 วัน,,,,,,,,,,,
771,BU 3.1,3.1 Key Account,QT23040044,Danone Hybrid Conference (Air Ticket),บริษัท ดาดา (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 63,000.00 ",28-04-23,29-04-23,2023,4,Q2,BU1A,May," 52,969.00 ",30-60 วัน,,,,,,,,,,,
772,BU 2.4,2.4 Merchandiser CVS share service,QT23040045.2,GSD KOREAN GINSENG TANGGUIJUB CVS Shared service MAY 23 - APR 24,บริษัท เจริญ จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 90,007.50 ",01-06-23,30-06-23,2023,6,Q2,BU2B,Apr," 24,192.00 ",30-60 วัน,,,,,,,,,,,
773,BU 2.4,2.4 Merchandiser CVS share service,QT23040045.3,GSD KOREAN GINSENG TANGGUIJUB CVS Shared service MAY 23 - APR 24,บริษัท เจริญ จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 90,007.50 ",01-07-23,31-07-23,2023,7,Q3,BU2B,Apr," 76,015.00 ",30-60 วัน,,,,,,,,,,,
774,BU 2.4,2.4 Merchandiser CVS share service,QT23040045.4,GSD KOREAN GINSENG TANGGUIJUB CVS Shared service MAY 23 - APR 24,บริษัท เจริญ จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 90,007.50 ",01-08-23,31-08-23,2023,8,Q3,BU2B,Apr," 3,300.00 ",30-60 วัน,,,,,,,,,,,
775,BU 2.4,2.4 Merchandiser CVS share service,QT23040045.6,GSD KOREAN GINSENG TANGGUIJUB CVS Shared service MAY 23 - APR 24,บริษัท เจริญ จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 90,007.50 ",01-10-23,31-10-23,2023,10,Q4,BU2B,Apr," 441,153.46 ",30-60 วัน,,,,,,,,,,,
776,BU 2.4,2.4 Merchandiser CVS share service,QT23040045.6,GSD KOREAN GINSENG TANGGUIJUB CVS Shared service MAY 23 - APR 24,บริษัท เจริญ จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 90,007.50 ",01-10-23,31-10-23,2023,10,Q4,BU2B,May," 104,011.54 ",30-60 วัน,,,,,,,,,,,
777,BU 2.4,2.4 Merchandiser CVS share service,QT23040045.6,GSD KOREAN GINSENG TANGGUIJUB CVS Shared service MAY 23 - APR 24,บริษัท เจริญ จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 90,007.50 ",01-10-23,31-10-23,2023,10,Q4,BU2B,Jun," 52,005.77 ",30-60 วัน,,,,,,,,,,,
778,BU 2.4,2.4 Merchandiser CVS share service,QT23040045.6,GSD KOREAN GINSENG TANGGUIJUB CVS Shared service MAY 23 - APR 24,บริษัท เจริญ จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 90,007.50 ",01-10-23,31-10-23,2023,10,Q4,BU2B,Jul," 52,005.77 ",30-60 วัน,,,,,,,,,,,
779,BU 2.4,2.4 Merchandiser CVS share service,QT23040045.6,GSD KOREAN GINSENG TANGGUIJUB CVS Shared service MAY 23 - APR 24,บริษัท เจริญ จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 90,007.50 ",01-10-23,31-10-23,2023,10,Q4,BU2B,Oct," 90,007.50 ",30-60 วัน,,,,,,,,,,,
780,BU 2.4,2.4 Merchandiser CVS share service,QT23040045.7,GSD KOREAN GINSENG TANGGUIJUB CVS Shared service MAY 23 - APR 24,บริษัท เจริญ จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 90,007.50 ",01-11-23,30-11-23,2023,11,Q4,BU2B,Apr," 133,100.00 ",30-60 วัน,,,,,,,,,,,
781,BU 2.4,2.4 Merchandiser CVS share service,QT23040045.7,GSD KOREAN GINSENG TANGGUIJUB CVS Shared service MAY 23 - APR 24,บริษัท เจริญ จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 90,007.50 ",01-11-23,30-11-23,2023,11,Q4,BU2B,Nov," 90,007.50 ",30-60 วัน,,,,,,,,,,,
782,BU 2.4,2.4 Merchandiser CVS share service,QT23040045.8,GSD KOREAN GINSENG TANGGUIJUB CVS Shared service MAY 23 - APR 24,บริษัท เจริญ จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 90,007.50 ",01-12-23,31-12-23,2023,12,Q4,BU2B,Apr," 322,565.80 ",30-60 วัน,,,,,,,,,,,
783,BU 2.4,2.4 Merchandiser CVS share service,QT23040045.8,GSD KOREAN GINSENG TANGGUIJUB CVS Shared service MAY 23 - APR 24,บริษัท เจริญ จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 90,007.50 ",01-12-23,31-12-23,2023,12,Q4,BU2B,Dec," 90,007.50 ",30-60 วัน,,,,,,,,,,,
784,BU 2.1,2.1 PG & BA,QT23040047,PG Cheer DNA at TT 30 Stores,บริษัท นม จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 205,380.00 ",05-05-23,08-05-23,2023,5,Q2,BU2A,Apr," 25,491.24 ",30-60 วัน,,,,,,,,,,,
785,BU 2.3,2.3 Merchandiser&RO Share service,QT23040050.1,Smooth E Merchandiser share service @MAKRO 2023,บริษัท สยาม กรุ๊ป จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 81,793.80 ",01-05-23,15-05-23,2023,5,Q2,BU2B,Apr," 3,780.00 ",30-60 วัน,,,,,,,,,,,
786,BU 2.3,2.3 Merchandiser&RO Share service,QT23040050.2,Smooth E Merchandiser share service @MAKRO 2023,บริษัท สยาม กรุ๊ป จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 163,587.60 ",16-05-23,15-06-23,2023,5,Q2,BU2B,May, 860.36 ,30-60 วัน,,,,,,,,,,,
787,BU 2.3,2.3 Merchandiser&RO Share service,QT23040050.2,Smooth E Merchandiser share service @MAKRO 2023,บริษัท สยาม กรุ๊ป จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 163,587.60 ",16-05-23,15-06-23,2023,5,Q2,BU2B,Jun," 23,229.64 ",30-60 วัน,,,,,,,,,,,
788,BU 2.3,2.3 Merchandiser&RO Share service,QT23040050.3,Smooth E Merchandiser share service @MAKRO 2023,บริษัท สยาม กรุ๊ป จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 163,587.60 ",16-06-23,15-07-23,2023,6,Q2,BU2B,May," 403,920.00 ",30-60 วัน,,,,,,,,,,,
789,BU 2.3,2.3 Merchandiser&RO Share service,QT23040050.4,Smooth E Merchandiser share service @MAKRO 2023,บริษัท สยาม กรุ๊ป จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 163,587.60 ",16-07-23,15-08-23,2023,7,Q3,BU2B,Jun," 390,500.00 ",30-60 วัน,,,,,,,,,,,
790,BU 2.3,2.3 Merchandiser&RO Share service,QT23040050.5,Smooth E Merchandiser share service @MAKRO 2023,บริษัท สยาม กรุ๊ป จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 163,587.60 ",16-08-23,15-09-23,2023,8,Q3,BU2B,May," 48,840.00 ",30-60 วัน,,,,,,,,,,,
791,BU 2.3,2.3 Merchandiser&RO Share service,QT23040050.6,Smooth E Merchandiser share service @MAKRO 2023,บริษัท สยาม กรุ๊ป จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 163,587.60 ",16-09-23,15-10-23,2023,9,Q3,BU2B,Apr," 21,238.46 ",30-60 วัน,,,,,,,,,,,
792,BU 2.3,2.3 Merchandiser&RO Share service,QT23040050.6,Smooth E Merchandiser share service @MAKRO 2023,บริษัท สยาม กรุ๊ป จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 163,587.60 ",16-09-23,15-10-23,2023,9,Q3,BU2B,May," 7,911.54 ",30-60 วัน,,,,,,,,,,,
793,BU 2.3,2.3 Merchandiser&RO Share service,QT23040050.6,Smooth E Merchandiser share service @MAKRO 2023,บริษัท สยาม กรุ๊ป จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 163,587.60 ",16-09-23,15-10-23,2023,9,Q3,BU2B,Oct," 163,587.60 ",30-60 วัน,,,,,,,,,,,
794,BU 2.3,2.3 Merchandiser&RO Share service,QT23040050.7,Smooth E Merchandiser share service @MAKRO 2023,บริษัท สยาม กรุ๊ป จำกัด ,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects," 163,587.60 ",16-10-23,15-11-23,2023,10,Q4,BU2B,Mar," 17,766.00 ",30-60 วัน,,,,,,,,,,,
795,BU 2.3,2.3 Merchandiser&RO Share service,QT23040050.7,Smooth E Merchandiser share service @MAKRO 2023,บริษัท สยาม กรุ๊ป จำกัด ,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects," 163,587.60 ",16-10-23,15-11-23,2023,10,Q4,BU2B,Nov," 163,587.60 ",30-60 วัน,,,,,,,,,,,
796,BU 2.3,2.3 Merchandiser&RO Share service,QT23040050.8,Smooth E Merchandiser share service @MAKRO 2023,บริษัท สยาม กรุ๊ป จำกัด ,IC. APPROVED & AWAITING  PROCESS PROJECTS," 163,587.60 ",16-11-23,15-12-23,2023,11,Q4,BU2B,Mar," 12,960.00 ",30-60 วัน,,,,,,,,,,,
797,BU 2.3,2.3 Merchandiser&RO Share service,QT23040050.8,Smooth E Merchandiser share service @MAKRO 2023,บริษัท สยาม กรุ๊ป จำกัด ,IC. APPROVED & AWAITING  PROCESS PROJECTS," 163,587.60 ",16-11-23,15-12-23,2023,11,Q4,BU2B,Dec," 163,587.60 ",30-60 วัน,,,,,,,,,,,
798,BU 2.3,2.3 Merchandiser&RO Share service,QT23040050.9,Smooth E Merchandiser share service @MAKRO 2023,บริษัท สยาม กรุ๊ป จำกัด ,IC. APPROVED & AWAITING  PROCESS PROJECTS," 163,587.60 ",16-12-23,15-01-24,2023,12,Q4,BU2B,May," 2,300.00 ",30-60 วัน,,,,,,,,,,,
